licenca;descr;qtde;genero;mes_ano
CPD;PILOTO DESPORTIVO;1;F;Oct-14
CPD;PILOTO DESPORTIVO;1;F;Dec-11
CPA;PILOTO AERODESPORTIVO;1;F;Jan-19
CPA;PILOTO AERODESPORTIVO;1;F;Feb-23
CPA;PILOTO AERODESPORTIVO;1;F;Apr-23
CPA;PILOTO AERODESPORTIVO;1;F;May-19
CPA;PILOTO AERODESPORTIVO;1;F;Jun-19
CPA;PILOTO AERODESPORTIVO;2;F;Jul-22
CPA;PILOTO AERODESPORTIVO;2;F;Aug-19
CPA;PILOTO AERODESPORTIVO;1;F;Aug-20
CPA;PILOTO AERODESPORTIVO;1;F;Sep-20
CPA;PILOTO AERODESPORTIVO;1;F;Oct-18
CPA;PILOTO AERODESPORTIVO;1;F;Nov-18
CPA;PILOTO AERODESPORTIVO;1;F;Dec-19
COM;COMISSARIO;70;F;01-00
COM;COMISSARIO;86;F;01-Jan
COM;COMISSARIO;131;F;01-Feb
COM;COMISSARIO;23;F;01-Mar
COM;COMISSARIO;6;F;01-Apr
COM;COMISSARIO;50;F;01-May
COM;COMISSARIO;8;F;01-Jun
COM;COMISSARIO;85;F;01-Jul
COM;COMISSARIO;138;F;01-Aug
COM;COMISSARIO;53;F;01-Sep
COM;COMISSARIO;49;F;Jan-10
COM;COMISSARIO;64;F;Jan-11
COM;COMISSARIO;46;F;Jan-12
COM;COMISSARIO;18;F;Jan-13
COM;COMISSARIO;7;F;Jan-14
COM;COMISSARIO;55;F;Jan-15
COM;COMISSARIO;1;F;Jan-16
COM;COMISSARIO;34;F;Jan-17
COM;COMISSARIO;57;F;Jan-18
COM;COMISSARIO;26;F;Jan-19
COM;COMISSARIO;54;F;Jan-20
COM;COMISSARIO;2;F;Jan-21
COM;COMISSARIO;17;F;Jan-22
COM;COMISSARIO;76;F;Jan-23
COM;COMISSARIO;1;F;Jan-63
COM;COMISSARIO;1;F;Jan-64
COM;COMISSARIO;2;F;Jan-71
COM;COMISSARIO;9;F;Jan-72
COM;COMISSARIO;15;F;Jan-73
COM;COMISSARIO;15;F;Jan-74
COM;COMISSARIO;13;F;Jan-77
COM;COMISSARIO;24;F;Jan-80
COM;COMISSARIO;18;F;Jan-85
COM;COMISSARIO;29;F;Jan-86
COM;COMISSARIO;94;F;Jan-87
COM;COMISSARIO;19;F;Jan-88
COM;COMISSARIO;50;F;Jan-89
COM;COMISSARIO;29;F;Jan-90
COM;COMISSARIO;43;F;Jan-91
COM;COMISSARIO;91;F;Jan-92
COM;COMISSARIO;143;F;Jan-93
COM;COMISSARIO;54;F;Jan-94
COM;COMISSARIO;114;F;Jan-95
COM;COMISSARIO;74;F;Jan-96
COM;COMISSARIO;36;F;Jan-97
COM;COMISSARIO;102;F;Jan-98
COM;COMISSARIO;81;F;Jan-99
COM;COMISSARIO;46;F;02-00
COM;COMISSARIO;62;F;02-Jan
COM;COMISSARIO;75;F;02-Feb
COM;COMISSARIO;3;F;02-Apr
COM;COMISSARIO;7;F;02-May
COM;COMISSARIO;90;F;02-Jun
COM;COMISSARIO;7;F;02-Jul
COM;COMISSARIO;102;F;02-Aug
COM;COMISSARIO;34;F;02-Sep
COM;COMISSARIO;11;F;Feb-10
COM;COMISSARIO;218;F;Feb-11
COM;COMISSARIO;90;F;Feb-12
COM;COMISSARIO;30;F;Feb-13
COM;COMISSARIO;7;F;Feb-14
COM;COMISSARIO;40;F;Feb-15
COM;COMISSARIO;17;F;Feb-17
COM;COMISSARIO;44;F;Feb-18
COM;COMISSARIO;32;F;Feb-19
COM;COMISSARIO;28;F;Feb-20
COM;COMISSARIO;19;F;Feb-22
COM;COMISSARIO;42;F;Feb-23
COM;COMISSARIO;2;F;Feb-64
COM;COMISSARIO;9;F;Feb-65
COM;COMISSARIO;5;F;Feb-66
COM;COMISSARIO;1;F;Feb-72
COM;COMISSARIO;1;F;Feb-73
COM;COMISSARIO;2;F;Feb-74
COM;COMISSARIO;27;F;Feb-77
COM;COMISSARIO;22;F;Feb-79
COM;COMISSARIO;65;F;Feb-80
COM;COMISSARIO;1;F;Feb-83
COM;COMISSARIO;8;F;Feb-86
COM;COMISSARIO;66;F;Feb-87
COM;COMISSARIO;3;F;Feb-88
COM;COMISSARIO;19;F;Feb-89
COM;COMISSARIO;16;F;Feb-90
COM;COMISSARIO;3;F;Feb-91
COM;COMISSARIO;64;F;Feb-92
COM;COMISSARIO;108;F;Feb-93
COM;COMISSARIO;141;F;Feb-94
COM;COMISSARIO;46;F;Feb-95
COM;COMISSARIO;11;F;Feb-96
COM;COMISSARIO;27;F;Feb-97
COM;COMISSARIO;52;F;Feb-98
COM;COMISSARIO;57;F;Feb-99
COM;COMISSARIO;45;F;03-00
COM;COMISSARIO;108;F;03-Jan
COM;COMISSARIO;44;F;03-Feb
COM;COMISSARIO;1;F;03-Mar
COM;COMISSARIO;4;F;03-Apr
COM;COMISSARIO;26;F;03-May
COM;COMISSARIO;116;F;03-Jun
COM;COMISSARIO;32;F;03-Jul
COM;COMISSARIO;34;F;03-Aug
COM;COMISSARIO;28;F;03-Sep
COM;COMISSARIO;41;F;Mar-10
COM;COMISSARIO;156;F;Mar-11
COM;COMISSARIO;57;F;Mar-12
COM;COMISSARIO;15;F;Mar-13
COM;COMISSARIO;26;F;Mar-14
COM;COMISSARIO;29;F;Mar-15
COM;COMISSARIO;65;F;Mar-17
COM;COMISSARIO;43;F;Mar-18
COM;COMISSARIO;18;F;Mar-19
COM;COMISSARIO;46;F;Mar-20
COM;COMISSARIO;50;F;Mar-22
COM;COMISSARIO;40;F;Mar-23
COM;COMISSARIO;2;F;Mar-64
COM;COMISSARIO;8;F;Mar-65
COM;COMISSARIO;3;F;Mar-66
COM;COMISSARIO;1;F;Mar-70
COM;COMISSARIO;5;F;Mar-73
COM;COMISSARIO;1;F;Mar-74
COM;COMISSARIO;18;F;Mar-79
COM;COMISSARIO;10;F;Mar-80
COM;COMISSARIO;40;F;Mar-85
COM;COMISSARIO;17;F;Mar-86
COM;COMISSARIO;27;F;Mar-87
COM;COMISSARIO;34;F;Mar-88
COM;COMISSARIO;33;F;Mar-90
COM;COMISSARIO;29;F;Mar-91
COM;COMISSARIO;87;F;Mar-92
COM;COMISSARIO;86;F;Mar-93
COM;COMISSARIO;75;F;Mar-94
COM;COMISSARIO;51;F;Mar-95
COM;COMISSARIO;23;F;Mar-96
COM;COMISSARIO;28;F;Mar-97
COM;COMISSARIO;60;F;Mar-99
COM;COMISSARIO;29;F;04-00
COM;COMISSARIO;191;F;04-Jan
COM;COMISSARIO;25;F;04-Feb
COM;COMISSARIO;19;F;04-Mar
COM;COMISSARIO;2;F;04-Apr
COM;COMISSARIO;16;F;04-May
COM;COMISSARIO;104;F;04-Jun
COM;COMISSARIO;69;F;04-Jul
COM;COMISSARIO;91;F;04-Aug
COM;COMISSARIO;30;F;04-Sep
COM;COMISSARIO;45;F;Apr-10
COM;COMISSARIO;144;F;Apr-11
COM;COMISSARIO;52;F;Apr-12
COM;COMISSARIO;12;F;Apr-13
COM;COMISSARIO;7;F;Apr-14
COM;COMISSARIO;20;F;Apr-15
COM;COMISSARIO;9;F;Apr-16
COM;COMISSARIO;13;F;Apr-17
COM;COMISSARIO;90;F;Apr-18
COM;COMISSARIO;69;F;Apr-19
COM;COMISSARIO;50;F;Apr-22
COM;COMISSARIO;21;F;Apr-23
COM;COMISSARIO;1;F;Apr-56
COM;COMISSARIO;2;F;Apr-64
COM;COMISSARIO;4;F;Apr-67
COM;COMISSARIO;10;F;Apr-68
COM;COMISSARIO;10;F;Apr-69
COM;COMISSARIO;12;F;Apr-70
COM;COMISSARIO;5;F;Apr-71
COM;COMISSARIO;9;F;Apr-72
COM;COMISSARIO;8;F;Apr-73
COM;COMISSARIO;17;F;Apr-74
COM;COMISSARIO;15;F;Apr-75
COM;COMISSARIO;33;F;Apr-76
COM;COMISSARIO;13;F;Apr-77
COM;COMISSARIO;13;F;Apr-78
COM;COMISSARIO;49;F;Apr-79
COM;COMISSARIO;45;F;Apr-80
COM;COMISSARIO;7;F;Apr-82
COM;COMISSARIO;89;F;Apr-83
COM;COMISSARIO;48;F;Apr-86
COM;COMISSARIO;35;F;Apr-87
COM;COMISSARIO;2;F;Apr-88
COM;COMISSARIO;1;F;Apr-89
COM;COMISSARIO;18;F;Apr-90
COM;COMISSARIO;52;F;Apr-91
COM;COMISSARIO;53;F;Apr-92
COM;COMISSARIO;90;F;Apr-93
COM;COMISSARIO;36;F;Apr-94
COM;COMISSARIO;45;F;Apr-95
COM;COMISSARIO;71;F;Apr-96
COM;COMISSARIO;44;F;Apr-97
COM;COMISSARIO;24;F;Apr-98
COM;COMISSARIO;59;F;Apr-99
COM;COMISSARIO;57;F;05-00
COM;COMISSARIO;79;F;05-Jan
COM;COMISSARIO;156;F;05-Feb
COM;COMISSARIO;3;F;05-Mar
COM;COMISSARIO;28;F;05-Apr
COM;COMISSARIO;67;F;05-May
COM;COMISSARIO;90;F;05-Jun
COM;COMISSARIO;48;F;05-Jul
COM;COMISSARIO;22;F;05-Aug
COM;COMISSARIO;34;F;05-Sep
COM;COMISSARIO;108;F;May-10
COM;COMISSARIO;152;F;May-11
COM;COMISSARIO;77;F;May-12
COM;COMISSARIO;12;F;May-13
COM;COMISSARIO;47;F;May-14
COM;COMISSARIO;76;F;May-15
COM;COMISSARIO;64;F;May-17
COM;COMISSARIO;14;F;May-18
COM;COMISSARIO;35;F;May-19
COM;COMISSARIO;57;F;May-22
COM;COMISSARIO;46;F;May-23
COM;COMISSARIO;1;F;May-61
COM;COMISSARIO;2;F;May-67
COM;COMISSARIO;3;F;May-68
COM;COMISSARIO;1;F;May-69
COM;COMISSARIO;8;F;May-72
COM;COMISSARIO;24;F;May-73
COM;COMISSARIO;50;F;May-74
COM;COMISSARIO;5;F;May-75
COM;COMISSARIO;1;F;May-78
COM;COMISSARIO;29;F;May-79
COM;COMISSARIO;34;F;May-80
COM;COMISSARIO;29;F;May-81
COM;COMISSARIO;20;F;May-82
COM;COMISSARIO;19;F;May-83
COM;COMISSARIO;10;F;May-84
COM;COMISSARIO;37;F;May-85
COM;COMISSARIO;40;F;May-86
COM;COMISSARIO;70;F;May-87
COM;COMISSARIO;9;F;May-88
COM;COMISSARIO;1;F;May-89
COM;COMISSARIO;14;F;May-90
COM;COMISSARIO;28;F;May-91
COM;COMISSARIO;54;F;May-92
COM;COMISSARIO;64;F;May-93
COM;COMISSARIO;47;F;May-94
COM;COMISSARIO;47;F;May-95
COM;COMISSARIO;28;F;May-96
COM;COMISSARIO;13;F;May-97
COM;COMISSARIO;190;F;May-98
COM;COMISSARIO;17;F;May-99
COM;COMISSARIO;53;F;06-00
COM;COMISSARIO;100;F;06-Jan
COM;COMISSARIO;67;F;06-Feb
COM;COMISSARIO;9;F;06-Mar
COM;COMISSARIO;6;F;06-Apr
COM;COMISSARIO;64;F;06-May
COM;COMISSARIO;20;F;06-Jun
COM;COMISSARIO;39;F;06-Jul
COM;COMISSARIO;103;F;06-Aug
COM;COMISSARIO;55;F;06-Sep
COM;COMISSARIO;123;F;Jun-10
COM;COMISSARIO;74;F;Jun-11
COM;COMISSARIO;64;F;Jun-12
COM;COMISSARIO;42;F;Jun-13
COM;COMISSARIO;14;F;Jun-14
COM;COMISSARIO;33;F;Jun-15
COM;COMISSARIO;68;F;Jun-17
COM;COMISSARIO;52;F;Jun-18
COM;COMISSARIO;36;F;Jun-19
COM;COMISSARIO;1;F;Jun-21
COM;COMISSARIO;9;F;Jun-22
COM;COMISSARIO;81;F;Jun-23
COM;COMISSARIO;1;F;Jun-62
COM;COMISSARIO;4;F;Jun-64
COM;COMISSARIO;3;F;Jun-66
COM;COMISSARIO;1;F;Jun-71
COM;COMISSARIO;1;F;Jun-72
COM;COMISSARIO;12;F;Jun-73
COM;COMISSARIO;19;F;Jun-74
COM;COMISSARIO;15;F;Jun-76
COM;COMISSARIO;25;F;Jun-77
COM;COMISSARIO;14;F;Jun-78
COM;COMISSARIO;1;F;Jun-80
COM;COMISSARIO;14;F;Jun-82
COM;COMISSARIO;11;F;Jun-84
COM;COMISSARIO;38;F;Jun-85
COM;COMISSARIO;26;F;Jun-86
COM;COMISSARIO;46;F;Jun-87
COM;COMISSARIO;1;F;Jun-88
COM;COMISSARIO;19;F;Jun-89
COM;COMISSARIO;3;F;Jun-90
COM;COMISSARIO;110;F;Jun-91
COM;COMISSARIO;134;F;Jun-92
COM;COMISSARIO;33;F;Jun-93
COM;COMISSARIO;157;F;Jun-94
COM;COMISSARIO;139;F;Jun-95
COM;COMISSARIO;12;F;Jun-96
COM;COMISSARIO;23;F;Jun-97
COM;COMISSARIO;112;F;Jun-98
COM;COMISSARIO;20;F;Jun-99
COM;COMISSARIO;23;F;07-00
COM;COMISSARIO;148;F;07-Jan
COM;COMISSARIO;14;F;07-Feb
COM;COMISSARIO;5;F;07-Mar
COM;COMISSARIO;22;F;07-Apr
COM;COMISSARIO;78;F;07-May
COM;COMISSARIO;78;F;07-Jun
COM;COMISSARIO;80;F;07-Jul
COM;COMISSARIO;97;F;07-Aug
COM;COMISSARIO;57;F;07-Sep
COM;COMISSARIO;87;F;Jul-10
COM;COMISSARIO;100;F;Jul-11
COM;COMISSARIO;14;F;Jul-12
COM;COMISSARIO;78;F;Jul-13
COM;COMISSARIO;20;F;Jul-14
COM;COMISSARIO;86;F;Jul-15
COM;COMISSARIO;14;F;Jul-16
COM;COMISSARIO;67;F;Jul-17
COM;COMISSARIO;61;F;Jul-18
COM;COMISSARIO;26;F;Jul-19
COM;COMISSARIO;7;F;Jul-20
COM;COMISSARIO;31;F;Jul-22
COM;COMISSARIO;91;F;Jul-23
COM;COMISSARIO;3;F;Jul-64
COM;COMISSARIO;2;F;Jul-65
COM;COMISSARIO;1;F;Jul-67
COM;COMISSARIO;17;F;Jul-74
COM;COMISSARIO;34;F;Jul-76
COM;COMISSARIO;15;F;Jul-78
COM;COMISSARIO;10;F;Jul-79
COM;COMISSARIO;76;F;Jul-80
COM;COMISSARIO;22;F;Jul-82
COM;COMISSARIO;1;F;Jul-85
COM;COMISSARIO;62;F;Jul-86
COM;COMISSARIO;29;F;Jul-87
COM;COMISSARIO;24;F;Jul-88
COM;COMISSARIO;20;F;Jul-89
COM;COMISSARIO;27;F;Jul-90
COM;COMISSARIO;68;F;Jul-91
COM;COMISSARIO;110;F;Jul-92
COM;COMISSARIO;172;F;Jul-93
COM;COMISSARIO;69;F;Jul-94
COM;COMISSARIO;91;F;Jul-95
COM;COMISSARIO;64;F;Jul-96
COM;COMISSARIO;50;F;Jul-97
COM;COMISSARIO;117;F;Jul-98
COM;COMISSARIO;36;F;Jul-99
COM;COMISSARIO;43;F;08-00
COM;COMISSARIO;137;F;08-Jan
COM;COMISSARIO;2;F;08-Feb
COM;COMISSARIO;2;F;08-Mar
COM;COMISSARIO;8;F;08-Apr
COM;COMISSARIO;83;F;08-May
COM;COMISSARIO;103;F;08-Jun
COM;COMISSARIO;177;F;08-Jul
COM;COMISSARIO;211;F;08-Aug
COM;COMISSARIO;5;F;08-Sep
COM;COMISSARIO;191;F;Aug-10
COM;COMISSARIO;14;F;Aug-11
COM;COMISSARIO;37;F;Aug-12
COM;COMISSARIO;7;F;Aug-13
COM;COMISSARIO;26;F;Aug-14
COM;COMISSARIO;35;F;Aug-15
COM;COMISSARIO;40;F;Aug-16
COM;COMISSARIO;51;F;Aug-17
COM;COMISSARIO;44;F;Aug-18
COM;COMISSARIO;39;F;Aug-19
COM;COMISSARIO;1;F;Aug-20
COM;COMISSARIO;1;F;Aug-21
COM;COMISSARIO;13;F;Aug-22
COM;COMISSARIO;50;F;Aug-23
COM;COMISSARIO;4;F;Aug-64
COM;COMISSARIO;1;F;Aug-65
COM;COMISSARIO;4;F;Aug-67
COM;COMISSARIO;5;F;Aug-68
COM;COMISSARIO;13;F;Aug-69
COM;COMISSARIO;15;F;Aug-70
COM;COMISSARIO;15;F;Aug-71
COM;COMISSARIO;20;F;Aug-72
COM;COMISSARIO;44;F;Aug-73
COM;COMISSARIO;10;F;Aug-74
COM;COMISSARIO;8;F;Aug-76
COM;COMISSARIO;39;F;Aug-77
COM;COMISSARIO;44;F;Aug-79
COM;COMISSARIO;15;F;Aug-80
COM;COMISSARIO;38;F;Aug-82
COM;COMISSARIO;9;F;Aug-83
COM;COMISSARIO;16;F;Aug-84
COM;COMISSARIO;4;F;Aug-85
COM;COMISSARIO;49;F;Aug-86
COM;COMISSARIO;17;F;Aug-87
COM;COMISSARIO;18;F;Aug-88
COM;COMISSARIO;23;F;Aug-89
COM;COMISSARIO;27;F;Aug-90
COM;COMISSARIO;21;F;Aug-91
COM;COMISSARIO;72;F;Aug-92
COM;COMISSARIO;68;F;Aug-93
COM;COMISSARIO;25;F;Aug-94
COM;COMISSARIO;50;F;Aug-95
COM;COMISSARIO;5;F;Aug-96
COM;COMISSARIO;36;F;Aug-97
COM;COMISSARIO;158;F;Aug-98
COM;COMISSARIO;22;F;Aug-99
COM;COMISSARIO;46;F;09-00
COM;COMISSARIO;56;F;09-Jan
COM;COMISSARIO;2;F;09-Feb
COM;COMISSARIO;10;F;09-Mar
COM;COMISSARIO;40;F;09-Apr
COM;COMISSARIO;49;F;09-May
COM;COMISSARIO;128;F;09-Jun
COM;COMISSARIO;106;F;09-Jul
COM;COMISSARIO;42;F;09-Aug
COM;COMISSARIO;14;F;09-Sep
COM;COMISSARIO;110;F;Sep-10
COM;COMISSARIO;106;F;Sep-11
COM;COMISSARIO;33;F;Sep-12
COM;COMISSARIO;26;F;Sep-13
COM;COMISSARIO;32;F;Sep-14
COM;COMISSARIO;21;F;Sep-15
COM;COMISSARIO;23;F;Sep-16
COM;COMISSARIO;39;F;Sep-19
COM;COMISSARIO;3;F;Sep-20
COM;COMISSARIO;2;F;Sep-21
COM;COMISSARIO;2;F;Sep-66
COM;COMISSARIO;1;F;Sep-69
COM;COMISSARIO;9;F;Sep-70
COM;COMISSARIO;4;F;Sep-71
COM;COMISSARIO;3;F;Sep-72
COM;COMISSARIO;3;F;Sep-73
COM;COMISSARIO;43;F;Sep-74
COM;COMISSARIO;7;F;Sep-76
COM;COMISSARIO;9;F;Sep-77
COM;COMISSARIO;14;F;Sep-78
COM;COMISSARIO;80;F;Sep-80
COM;COMISSARIO;24;F;Sep-84
COM;COMISSARIO;64;F;Sep-85
COM;COMISSARIO;35;F;Sep-87
COM;COMISSARIO;7;F;Sep-88
COM;COMISSARIO;42;F;Sep-90
COM;COMISSARIO;114;F;Sep-91
COM;COMISSARIO;60;F;Sep-92
COM;COMISSARIO;35;F;Sep-93
COM;COMISSARIO;47;F;Sep-94
COM;COMISSARIO;15;F;Sep-95
COM;COMISSARIO;19;F;Sep-96
COM;COMISSARIO;72;F;Sep-97
COM;COMISSARIO;96;F;Sep-98
COM;COMISSARIO;43;F;Sep-99
COM;COMISSARIO;66;F;10-00
COM;COMISSARIO;116;F;10-Jan
COM;COMISSARIO;20;F;10-Feb
COM;COMISSARIO;38;F;10-Mar
COM;COMISSARIO;8;F;10-Apr
COM;COMISSARIO;49;F;10-May
COM;COMISSARIO;106;F;10-Jun
COM;COMISSARIO;146;F;10-Jul
COM;COMISSARIO;100;F;10-Aug
COM;COMISSARIO;36;F;10-Sep
COM;COMISSARIO;141;F;Oct-10
COM;COMISSARIO;23;F;Oct-11
COM;COMISSARIO;6;F;Oct-12
COM;COMISSARIO;21;F;Oct-13
COM;COMISSARIO;47;F;Oct-14
COM;COMISSARIO;34;F;Oct-15
COM;COMISSARIO;1;F;Oct-16
COM;COMISSARIO;27;F;Oct-18
COM;COMISSARIO;64;F;Oct-19
COM;COMISSARIO;1;F;Oct-20
COM;COMISSARIO;40;F;Oct-21
COM;COMISSARIO;1;F;Oct-51
COM;COMISSARIO;1;F;Oct-58
COM;COMISSARIO;2;F;Oct-63
COM;COMISSARIO;3;F;Oct-66
COM;COMISSARIO;5;F;Oct-70
COM;COMISSARIO;1;F;Oct-71
COM;COMISSARIO;15;F;Oct-72
COM;COMISSARIO;10;F;Oct-73
COM;COMISSARIO;22;F;Oct-74
COM;COMISSARIO;17;F;Oct-77
COM;COMISSARIO;3;F;Oct-79
COM;COMISSARIO;34;F;Oct-82
COM;COMISSARIO;44;F;Oct-84
COM;COMISSARIO;1;F;Oct-85
COM;COMISSARIO;109;F;Oct-86
COM;COMISSARIO;50;F;Oct-87
COM;COMISSARIO;11;F;Oct-88
COM;COMISSARIO;31;F;Oct-89
COM;COMISSARIO;60;F;Oct-90
COM;COMISSARIO;116;F;Oct-91
COM;COMISSARIO;97;F;Oct-92
COM;COMISSARIO;61;F;Oct-93
COM;COMISSARIO;228;F;Oct-94
COM;COMISSARIO;63;F;Oct-95
COM;COMISSARIO;26;F;Oct-96
COM;COMISSARIO;85;F;Oct-97
COM;COMISSARIO;26;F;Oct-98
COM;COMISSARIO;5;F;Oct-99
COM;COMISSARIO;31;F;11-00
COM;COMISSARIO;104;F;11-Jan
COM;COMISSARIO;9;F;11-Feb
COM;COMISSARIO;5;F;11-Mar
COM;COMISSARIO;22;F;11-Apr
COM;COMISSARIO;86;F;11-May
COM;COMISSARIO;81;F;11-Jun
COM;COMISSARIO;78;F;11-Jul
COM;COMISSARIO;60;F;11-Aug
COM;COMISSARIO;47;F;11-Sep
COM;COMISSARIO;212;F;Nov-10
COM;COMISSARIO;56;F;Nov-11
COM;COMISSARIO;9;F;Nov-12
COM;COMISSARIO;12;F;Nov-13
COM;COMISSARIO;36;F;Nov-14
COM;COMISSARIO;14;F;Nov-15
COM;COMISSARIO;41;F;Nov-16
COM;COMISSARIO;66;F;Nov-17
COM;COMISSARIO;39;F;Nov-18
COM;COMISSARIO;102;F;Nov-19
COM;COMISSARIO;5;F;Nov-20
COM;COMISSARIO;7;F;Nov-21
COM;COMISSARIO;63;F;Nov-22
COM;COMISSARIO;1;F;Nov-51
COM;COMISSARIO;10;F;Nov-63
COM;COMISSARIO;1;F;Nov-64
COM;COMISSARIO;1;F;Nov-65
COM;COMISSARIO;3;F;Nov-66
COM;COMISSARIO;1;F;Nov-68
COM;COMISSARIO;6;F;Nov-70
COM;COMISSARIO;1;F;Nov-72
COM;COMISSARIO;18;F;Nov-73
COM;COMISSARIO;28;F;Nov-75
COM;COMISSARIO;10;F;Nov-76
COM;COMISSARIO;13;F;Nov-79
COM;COMISSARIO;11;F;Nov-82
COM;COMISSARIO;1;F;Nov-83
COM;COMISSARIO;5;F;Nov-84
COM;COMISSARIO;16;F;Nov-85
COM;COMISSARIO;51;F;Nov-86
COM;COMISSARIO;24;F;Nov-87
COM;COMISSARIO;10;F;Nov-88
COM;COMISSARIO;25;F;Nov-89
COM;COMISSARIO;44;F;Nov-90
COM;COMISSARIO;82;F;Nov-91
COM;COMISSARIO;117;F;Nov-92
COM;COMISSARIO;135;F;Nov-93
COM;COMISSARIO;109;F;Nov-94
COM;COMISSARIO;141;F;Nov-95
COM;COMISSARIO;29;F;Nov-96
COM;COMISSARIO;115;F;Nov-97
COM;COMISSARIO;160;F;Nov-98
COM;COMISSARIO;36;F;Nov-99
COM;COMISSARIO;144;F;12-00
COM;COMISSARIO;90;F;12-Jan
COM;COMISSARIO;3;F;12-Feb
COM;COMISSARIO;13;F;12-Mar
COM;COMISSARIO;50;F;12-Apr
COM;COMISSARIO;80;F;12-May
COM;COMISSARIO;141;F;12-Jun
COM;COMISSARIO;79;F;12-Jul
COM;COMISSARIO;35;F;12-Aug
COM;COMISSARIO;52;F;12-Sep
COM;COMISSARIO;3;F;Dec-09
COM;COMISSARIO;149;F;Dec-10
COM;COMISSARIO;41;F;Dec-11
COM;COMISSARIO;4;F;Dec-12
COM;COMISSARIO;3;F;Dec-13
COM;COMISSARIO;28;F;Dec-14
COM;COMISSARIO;1;F;Dec-16
COM;COMISSARIO;69;F;Dec-17
COM;COMISSARIO;15;F;Dec-18
COM;COMISSARIO;44;F;Dec-19
COM;COMISSARIO;3;F;Dec-21
COM;COMISSARIO;52;F;Dec-22
COM;COMISSARIO;3;F;Dec-63
COM;COMISSARIO;1;F;Dec-64
COM;COMISSARIO;2;F;Dec-65
COM;COMISSARIO;8;F;Dec-67
COM;COMISSARIO;12;F;Dec-68
COM;COMISSARIO;19;F;Dec-69
COM;COMISSARIO;11;F;Dec-70
COM;COMISSARIO;8;F;Dec-71
COM;COMISSARIO;10;F;Dec-72
COM;COMISSARIO;28;F;Dec-73
COM;COMISSARIO;8;F;Dec-74
COM;COMISSARIO;6;F;Dec-76
COM;COMISSARIO;34;F;Dec-77
COM;COMISSARIO;28;F;Dec-78
COM;COMISSARIO;40;F;Dec-79
COM;COMISSARIO;61;F;Dec-82
COM;COMISSARIO;38;F;Dec-84
COM;COMISSARIO;11;F;Dec-85
COM;COMISSARIO;68;F;Dec-86
COM;COMISSARIO;26;F;Dec-87
COM;COMISSARIO;3;F;Dec-88
COM;COMISSARIO;42;F;Dec-89
COM;COMISSARIO;31;F;Dec-90
COM;COMISSARIO;81;F;Dec-91
COM;COMISSARIO;113;F;Dec-92
COM;COMISSARIO;58;F;Dec-93
COM;COMISSARIO;40;F;Dec-94
COM;COMISSARIO;40;F;Dec-95
COM;COMISSARIO;28;F;Dec-96
COM;COMISSARIO;104;F;Dec-97
COM;COMISSARIO;47;F;Dec-98
COM;COMISSARIO;65;F;Dec-99
TRE;EXAMINADOR CREDENCIADO;1;M;Jul-12
PPR;PILOTO PRIVADO - AVIAO;2;M;
PPR;PILOTO PRIVADO - AVIAO;441;M;00-00
PPR;PILOTO PRIVADO - AVIAO;106;M;01-00
PPR;PILOTO PRIVADO - AVIAO;155;M;01-Jan
PPR;PILOTO PRIVADO - AVIAO;127;M;01-Feb
PPR;PILOTO PRIVADO - AVIAO;110;M;01-Mar
PPR;PILOTO PRIVADO - AVIAO;67;M;01-Apr
PPR;PILOTO PRIVADO - AVIAO;50;M;01-May
PPR;PILOTO PRIVADO - AVIAO;80;M;01-Jun
PPR;PILOTO PRIVADO - AVIAO;53;M;01-Jul
PPR;PILOTO PRIVADO - AVIAO;94;M;01-Aug
PPR;PILOTO PRIVADO - AVIAO;112;M;01-Sep
PPR;PILOTO PRIVADO - AVIAO;1;M;Jan-70
PPR;PILOTO PRIVADO - AVIAO;115;M;Jan-10
PPR;PILOTO PRIVADO - AVIAO;89;M;Jan-11
PPR;PILOTO PRIVADO - AVIAO;215;M;Jan-12
PPR;PILOTO PRIVADO - AVIAO;114;M;Jan-13
PPR;PILOTO PRIVADO - AVIAO;203;M;Jan-14
PPR;PILOTO PRIVADO - AVIAO;129;M;Jan-15
PPR;PILOTO PRIVADO - AVIAO;138;M;Jan-16
PPR;PILOTO PRIVADO - AVIAO;70;M;Jan-17
PPR;PILOTO PRIVADO - AVIAO;89;M;Jan-18
PPR;PILOTO PRIVADO - AVIAO;107;M;Jan-19
PPR;PILOTO PRIVADO - AVIAO;127;M;Jan-20
PPR;PILOTO PRIVADO - AVIAO;101;M;Jan-21
PPR;PILOTO PRIVADO - AVIAO;101;M;Jan-22
PPR;PILOTO PRIVADO - AVIAO;78;M;Jan-23
PPR;PILOTO PRIVADO - AVIAO;64;M;Jan-52
PPR;PILOTO PRIVADO - AVIAO;90;M;Jan-53
PPR;PILOTO PRIVADO - AVIAO;14;M;Jan-54
PPR;PILOTO PRIVADO - AVIAO;22;M;Jan-55
PPR;PILOTO PRIVADO - AVIAO;19;M;Jan-56
PPR;PILOTO PRIVADO - AVIAO;35;M;Jan-57
PPR;PILOTO PRIVADO - AVIAO;13;M;Jan-58
PPR;PILOTO PRIVADO - AVIAO;11;M;Jan-59
PPR;PILOTO PRIVADO - AVIAO;7;M;Jan-60
PPR;PILOTO PRIVADO - AVIAO;4;M;Jan-61
